f,S
341.333333333333,3.763101208804534e-05
342,3.489956541920934e-05
342.666666666667,1.938249980390861e-05
343.333333333333,2.615216196178966e-05
344,3.027450287816403e-05
344.666666666667,3.405900554765899e-05
345.333333333333,1.963976104559089e-05
346,2.372962010631394e-05
346.666666666667,3.156029798002951e-05
347.333333333333,3.76810389079257e-05
348,2.488624806920823e-05
348.666666666667,4.455760568270827e-05
349.333333333333,3.019690201565257e-05
350,1.891647849852058e-05
350.666666666667,2.088111442679821e-05
351.333333333333,3.080023835795745e-05
352,2.418331500722799e-05
352.666666666667,3.159563694524542e-05
353.333333333333,3.216562035700862e-05
354,3.789158602741249e-05
354.666666666667,3.531395603363861e-05
355.333333333333,2.663266939247942e-05
356,3.170137456141703e-05
356.666666666667,2.234644391901047e-05
357.333333333333,3.342834255967597e-05
358,2.695054633245961e-05
358.666666666667,2.405107317114757e-05
359.333333333333,2.906039163479322e-05
360,3.540706057065028e-05
360.666666666667,3.282656491413175e-05
361.333333333333,2.948982912026931e-05
362,2.14657768987505e-05
362.666666666667,2.447141041195261e-05
363.333333333333,2.775356899197695e-05
364,2.6301400265676e-05
364.666666666667,2.802666547388395e-05
365.333333333333,2.042297630166277e-05
366,2.201368826712335e-05
366.666666666667,2.976105498908803e-05
367.333333333333,4.134037280441078e-05
368,2.293418454142861e-05
368.666666666667,2.909744645029278e-05
369.333333333333,2.554572757620295e-05
370,2.041675604490167e-05
370.666666666667,2.787223695703818e-05
371.333333333333,2.796700778396541e-05
372,2.283682208165446e-05
372.666666666667,1.547318597941482e-05
373.333333333333,3.006085660615967e-05
374,2.417832617137136e-05
374.666666666667,2.991420470581003e-05
375.333333333333,2.791307419780473e-05
376,2.218320960495141e-05
376.666666666667,3.206617837041503e-05
377.333333333333,2.895344527066505e-05
378,2.180813761892205e-05
378.666666666667,3.607442893137214e-05
379.333333333333,3.206868339986284e-05
380,3.077990184589555e-05
380.666666666667,2.150882051295227e-05
381.333333333333,3.139814729106007e-05
382,3.657175825547237e-05
382.666666666667,3.140795402128501e-05
383.333333333333,2.355600310314891e-05
384,2.748019548726983e-05
384.666666666667,2.426128504399053e-05
385.333333333333,3.308044001425997e-05
386,2.929946300426073e-05
386.666666666667,3.056744075166464e-05
387.333333333333,2.442621089969647e-05
388,3.189736799179896e-05
388.666666666667,2.758111404657316e-05
389.333333333333,2.534847255349562e-05
390,1.950967799477061e-05
390.666666666667,2.545679957690177e-05
391.333333333333,2.643981025199663e-05
392,2.865950493538334e-05
392.666666666667,2.640054940514948e-05
393.333333333333,3.698614064293387e-05
394,2.724934005112676e-05
394.666666666667,2.440998361077373e-05
395.333333333333,2.918286302494482e-05
396,2.865069239087219e-05
396.666666666667,3.665920215722574e-05
397.333333333333,2.282289930574421e-05
398,1.702339901027272e-05
398.666666666667,3.541899904653377e-05
399.333333333333,2.060824285247628e-05
400,3.299174136017349e-05
400.666666666667,2.433146715948547e-05
401.333333333333,2.534312914456179e-05
402,2.318454121119784e-05
402.666666666667,4.002815136206734e-05
403.333333333333,3.215478961029179e-05
404,1.489059034150359e-05
404.666666666667,2.377019373340575e-05
405.333333333333,2.126879696629522e-05
406,2.621922289880281e-05
406.666666666667,2.672807230841181e-05
407.333333333333,3.218755456411025e-05
408,2.842137302069248e-05
408.666666666667,3.068052172069101e-05
409.333333333333,2.697311440546136e-05
410,2.486179919884023e-05
410.666666666667,2.262993086498424e-05
411.333333333333,2.860360770552554e-05
412,2.225710251735711e-05
412.666666666667,3.707365442805851e-05
413.333333333333,2.913235146127076e-05
414,3.301927149524963e-05
414.666666666667,3.983645405439764e-05
415.333333333333,3.088958645882746e-05
416,2.58625511653989e-05
416.666666666667,1.53799344311862e-05
417.333333333333,3.127214559378466e-05
418,2.649529037973087e-05
418.666666666667,2.535968999866938e-05
419.333333333333,2.148616763244599e-05
420,2.393369778612144e-05
420.666666666667,1.894684605909015e-05
421.333333333333,2.529826771934302e-05
422,2.049019356752559e-05
422.666666666667,1.846706157590178e-05
423.333333333333,2.76881496591283e-05
424,2.332690853714122e-05
424.666666666667,1.558185222465922e-05
425.333333333333,1.659476313017883e-05
426,3.205448348051785e-05
426.666666666667,2.792056069440112e-05
427.333333333333,2.009126319124135e-05
428,3.413934470851802e-05
428.666666666667,2.503904826827117e-05
429.333333333333,3.916744286454857e-05
430,3.365031201547859e-05
430.666666666667,3.257729681243e-05
431.333333333333,2.634384582900858e-05
432,2.262504985020966e-05
432.666666666667,2.837320567672921e-05
433.333333333333,1.926794716470832e-05
434,3.207278878124236e-05
434.666666666667,3.323929095333498e-05
435.333333333333,2.817232054766303e-05
436,2.695686838383217e-05
436.666666666667,1.652073501701348e-05
437.333333333333,2.481782089165701e-05
438,2.719948020840902e-05
438.666666666667,2.850788386377569e-05
439.333333333333,2.09520914429039e-05
440,2.521296249046864e-05
440.666666666667,3.024131855954677e-05
441.333333333333,3.045345873857547e-05
442,2.356367414166323e-05
442.666666666667,3.491296351013816e-05
443.333333333333,2.886731067604656e-05
444,2.750711724540956e-05
444.666666666667,1.970288389809033e-05
445.333333333333,2.596123987223905e-05
446,2.658236416123242e-05
446.666666666667,2.656757236272739e-05
447.333333333333,2.444339006109634e-05
448,2.945660145527856e-05
448.666666666667,2.538524980573058e-05
449.333333333333,2.961411987083451e-05
450,2.311329834477816e-05
450.666666666667,2.845639528533877e-05
451.333333333333,2.248217109106772e-05
452,2.235774550677011e-05
452.666666666667,1.746144375964509e-05
453.333333333333,2.186955981763782e-05
454,2.652784653258496e-05
454.666666666667,2.176655299996637e-05
